gene_symbol,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
CD70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD79A,0.011559810489416122,0.25769948959350586,-0.15070781111717224,-0.023785298690199852,0.013006572611629963,-0.051176782697439194,-0.016367921605706215,0.11411812156438828,0.11413473635911942,0.062274519354104996,-0.055051080882549286,0.05399850383400917,0.028219154104590416,-0.027482429519295692,-0.03036952018737793,-0.05084750056266785,-0.011457795277237892,-0.0677030086517334,-0.02122826687991619,0.05775247514247894,-0.0412525050342083,-0.006270553916692734,-0.08236175030469894,-0.06816709041595459,0.005471923854202032,0.0017998036928474903,0.011971591040492058,0.0008774242596700788,-0.03162448853254318,0.02020583301782608,-0.049159880727529526,0.0869358479976654,0.012155053205788136,-0.006445641629397869,-0.08136855065822601,0.04216976463794708,0.4175579249858856,-0.03580491989850998,0.14337368309497833,0.07913053780794144,-0.18952608108520508,0.13146768510341644,0.12360141426324844,0.10495739430189133,0.010272336192429066,0.14214485883712769,0.11585503071546555,0.15841270983219147,0.059674378484487534,0.018000589683651924
CD79B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8:SK1|CD8A|AHS0228|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8A,-0.1497960388660431,-0.0283562783151865,0.06946636736392975,-0.12141606211662292,0.21695265173912048,0.13939309120178223,-0.29073449969291687,-0.07442951947450638,0.31510668992996216,-0.042653538286685944,0.10510657727718353,0.025683525949716568,-0.36739814281463623,0.09859220683574677,-0.05205781012773514,-0.1277310699224472,-0.17288139462471008,0.11507005244493484,0.008044179528951645,-0.054368965327739716,0.07708970457315445,-0.10926304757595062,0.17346860468387604,0.065113365650177,-0.19015735387802124,0.2642689645290375,0.06054980307817459,0.1260519027709961,0.012993840500712395,0.02374964766204357,-0.11312881857156754,0.14938955008983612,0.02010650932788849,-0.060104940086603165,-0.1286989003419876,0.05030698701739311,-0.02089809812605381,0.05936399847269058,0.019767021760344505,-0.405611515045166,-0.02313215285539627,-0.13866350054740906,0.12296201288700104,0.06797967106103897,-0.01374183688312769,0.07068470865488052,0.11888597160577774,-0.05789627507328987,0.018969392403960228,-0.002105269581079483
CD8B,-0.058748990297317505,-0.004170775413513184,0.06559280306100845,-0.056487541645765305,0.07651801407337189,0.07425613701343536,-0.16619613766670227,-0.015180114656686783,0.21372440457344055,-0.01505417749285698,0.10971102118492126,-0.032043736428022385,-0.1605214625597,0.005383849143981934,-0.013410870917141438,-0.07846543937921524,-0.09212130308151245,0.09969828277826309,0.030417975038290024,-0.0400112085044384,0.035515494644641876,-0.0052504646591842175,0.09514427930116653,-0.038530610501766205,-0.16050010919570923,0.1959066540002823,0.019977383315563202,0.04267111048102379,-0.002757377689704299,0.013148950412869453,-0.043256815522909164,-0.02788311429321766,0.06952133774757385,0.12302861362695694,0.03944868966937065,0.05673129856586456,0.014244142919778824,-0.3607228994369507,-0.06408055871725082,0.507593035697937,0.0972062349319458,0.3091418743133545,-0.2919604778289795,-0.10035042464733124,0.07648535072803497,-0.08255386352539062,-0.24757267534732819,0.18691450357437134,-0.07370057702064514,0.04861125349998474
CD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC10A,0.03281870856881142,-0.02710048109292984,-0.015833500772714615,0.013960471376776695,0.023495091125369072,-0.02366572804749012,0.026876386255025864,-0.012019243091344833,-0.0003905220655724406,0.004265394993126392,0.008351556025445461,0.00942914467304945,-0.010918837040662766,0.009699886664748192,-0.035353511571884155,0.021316438913345337,-0.00923335924744606,0.1353176236152649,-0.10816968977451324,-0.013262096792459488,-0.04525056853890419,0.02662101574242115,0.05116826295852661,-0.01854611001908779,-0.06991388648748398,-0.06831176578998566,0.027053404599428177,-0.1011604592204094,-0.08099836856126785,0.6262263059616089,0.365359365940094,0.40936118364334106,-0.09231952577829361,0.13306832313537598,0.14710009098052979,0.020876901224255562,0.05814056098461151,-0.026103733107447624,0.04376683756709099,0.001382337766699493,0.13343797624111176,0.027919530868530273,0.07768175005912781,-0.02877994254231453,-0.05051976814866066,-0.05922090634703636,0.0395837239921093,-0.031092269346117973,-0.01807495951652527,-0.010497230105102062
CLEC4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMKLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMTM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA3,0.00014864355034660548,0.0002501077833585441,-0.0008541085408069193,0.0012739385711029172,1.5708514183643274e-05,-0.0015096915885806084,0.0010212583001703024,-0.004606324713677168,0.0032362150959670544,0.0012726366985589266,0.002425912767648697,-0.00502206152305007,0.003320894669741392,0.0006617219769395888,-0.003542575053870678,0.008902707137167454,-0.00464317062869668,0.010952921584248543,-0.007628907449543476,-0.007499996572732925,-0.013330130837857723,-0.005569515284150839,0.0036273037549108267,-0.005416016094386578,-2.0193048840155825e-05,-0.00394838210195303,-0.011715037748217583,-0.0064403642900288105,-0.00931683462113142,0.0023626862093806267,-0.013682005926966667,-0.0005018184892833233,-0.0086322370916605,-0.001780930208042264,-0.002186453901231289,-0.0029957827646285295,-0.002958097029477358,0.009435858577489853,0.0030009974725544453,0.004008738324046135,-0.008900498040020466,-0.0009364399593323469,0.00037444790359586477,0.006486518774181604,0.006340494379401207,-0.020728247240185738,-0.019019657745957375,-0.015540068969130516,-0.035142932087183,0.002271549077704549
CR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTLA4,-0.013736597262322903,0.009784695692360401,0.05463647469878197,-0.041953857988119125,0.0071346755139529705,-0.008648636750876904,0.03717557340860367,0.022134987637400627,0.02079668827354908,-0.001300669158808887,-0.013214006088674068,0.007413185201585293,-0.011679884046316147,-0.025526171550154686,-0.0018899878486990929,-0.005327495746314526,-0.033201396465301514,0.0005481652333401144,0.04153777286410332,0.05512808635830879,-0.029262874275445938,0.024265233427286148,-0.035100508481264114,0.04105890169739723,0.03366990387439728,0.06536383181810379,0.044226083904504776,-0.056075356900691986,0.006732709240168333,0.05149976536631584,-0.0397970974445343,-0.020967479795217514,-0.057697463780641556,0.021359484642744064,-0.03492191061377525,-0.11289062350988388,0.013473386876285076,0.15164196491241455,0.03642880171537399,-0.044468849897384644,-0.028354575857520103,0.012562989257276058,-0.030768686905503273,-0.06704811006784439,-0.18209822475910187,-0.049145136028528214,0.18165910243988037,0.23619183897972107,-0.1207757443189621,0.40756139159202576
CTSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSW,-0.29349449276924133,-0.11679922789335251,-0.14766189455986023,-0.09477577358484268,-0.03791103512048721,-0.059216734021902084,-0.039648763835430145,-0.05493951216340065,0.009875276125967503,-0.02595430426299572,0.05720740556716919,-0.009121163748204708,0.041596025228500366,-0.10225602984428406,0.03899742290377617,-0.1514117419719696,-0.07480897754430771,0.10350700467824936,-0.011912168934941292,-0.30324217677116394,-0.056715916842222214,-0.10327820479869843,-0.007760000880807638,-0.04067621007561684,0.42644158005714417,-0.10617826133966446,-0.36008986830711365,0.14884798228740692,-0.22898642718791962,0.13680164515972137,-0.4149167537689209,0.17123128473758698,-0.021513741463422775,0.09316740185022354,0.06904835253953934,0.0036744701210409403,-0.07714018225669861,0.11457096040248871,0.041357338428497314,0.1184668093919754,-0.06382781267166138,-0.016017381101846695,0.039405085146427155,-0.00985785387456417,-0.0009160501649603248,-0.07443322241306305,-0.04117385298013687,0.011873465962707996,-0.024516170844435692,-0.019421491771936417
CX3CR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,0.006357389967888594,-0.005993539933115244,-0.0013118282658979297,0.001365650910884142,0.0070963227190077305,-0.004595443606376648,0.0064925383776426315,-0.0012711602030321956,-5.811693335999735e-05,0.014515754766762257,-0.001690491335466504,0.0023199680726975203,0.0012061817105859518,0.005531558766961098,0.001577153685502708,-0.012598465196788311,0.012362595647573471,0.02425040490925312,-0.029199767857789993,0.002672187751159072,0.0014220534358173609,-0.0003462091844994575,-0.006326771341264248,0.00011766641546273604,0.0005776727921329439,-0.0002933044743258506,0.015044214203953743,-0.011703587137162685,-0.005704327952116728,-0.0064439489506185055,0.0010651819175109267,0.02177552320063114,-0.03194644674658775,0.013500371016561985,-0.0024066048208624125,0.015986738726496696,0.009538277983665466,-0.01816629059612751,-0.02961701713502407,-0.00461032148450613,-0.009473782032728195,0.02258419245481491,0.040125321596860886,0.02387912943959236,-0.008960675448179245,0.006038776133209467,-0.015560891479253769,0.050167035311460495,-0.03524113446474075,-0.016263196244835854
CXCL11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,-0.0051658907905220985,0.005151832476258278,0.031371068209409714,-0.020508352667093277,0.00584101676940918,-0.0009781216504052281,0.015357108786702156,0.008750585839152336,-0.0009735666681081057,0.0025575198233127594,-0.017751730978488922,0.009779141284525394,0.012175321578979492,-0.02101570926606655,-0.01058244425803423,0.001082520466297865,-0.029995888471603394,-0.01816968061029911,0.027055541053414345,0.032553404569625854,-0.002878356259316206,-0.0018092603422701359,0.017074981704354286,0.035712432116270065,-0.0027239006012678146,-0.0019282549619674683,0.02532259002327919,-0.01224682666361332,-0.03551292046904564,0.02410217374563217,-0.02633747272193432,0.0028745336458086967,-0.02799822948873043,-0.029788153246045113,-0.02609194628894329,-0.09049057215452194,-0.015526823699474335,0.08078952133655548,0.06453876942396164,0.027854474261403084,-0.04179859533905983,0.031934186816215515,-0.02293088659644127,0.03508962690830231,-0.16824957728385925,-0.12254978716373444,0.13631121814250946,0.30361613631248474,-0.16183015704154968,0.5630494356155396
CXCL16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,0.03230712190270424,-0.02734510414302349,-0.026896970346570015,-0.03340057656168938,0.03845572844147682,-0.004900169558823109,0.025786444544792175,0.012478440068662167,0.015457703731954098,0.10220764577388763,0.02097531594336033,0.011551078408956528,-0.0340881310403347,-0.13361544907093048,-0.1526438146829605,0.06013190373778343,0.01770705357193947,-0.07274460047483444,0.08275274187326431,-0.08791445940732956,0.054346565157175064,-0.008419209159910679,-0.06913884729146957,-0.04373348876833916,0.062448084354400635,0.09997568279504776,-0.0010321957524865866,0.020321296527981758,-0.07655203342437744,-0.4919505715370178,0.15872129797935486,0.40184515714645386,-0.5251796245574951,0.1847146451473236,0.007826843298971653,0.00790527556091547,-0.07867565006017685,-0.0504177026450634,-0.13485559821128845,0.038361575454473495,0.1065831184387207,0.08278021961450577,0.11744741350412369,0.06343451142311096,-0.0427280068397522,0.057256147265434265,0.020569544285535812,-0.010352917946875095,-0.021805481985211372,0.02931900881230831
CXCL3,0.010735192336142063,-0.00861008558422327,-0.009985281154513359,-0.012832138687372208,0.014599088579416275,-0.003701001638546586,0.00797086488455534,0.0001347634824924171,0.0008303544600494206,0.03731774538755417,0.010754353366792202,0.0023002794478088617,-0.01811344362795353,-0.04980035126209259,-0.06663426756858826,0.02776254713535309,0.012092895805835724,-0.030791856348514557,0.03284824267029762,-0.04239986091852188,0.04509124904870987,-0.0035537276417016983,-0.026294713839888573,-0.011427944526076317,0.008246122859418392,0.02414696477353573,0.004233007784932852,-0.0024568161461502314,-0.019058015197515488,-0.10951633751392365,0.03378026559948921,0.08007216453552246,-0.12617138028144836,0.039927054196596146,0.005389097146689892,-0.0032249719370156527,-0.03619774058461189,-0.019599031656980515,-0.07042153924703598,0.011264330707490444,-0.007248362526297569,0.03552233800292015,0.06261179596185684,0.028977498412132263,-0.028009330853819847,0.012395927682518959,-0.019156744703650475,-0.023698672652244568,-0.0359586663544178,0.019393164664506912
CXCL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,0.09658216685056686,-0.08818218111991882,-0.07813655585050583,-0.13768166303634644,0.06817074120044708,-0.0021554422564804554,0.019085267558693886,-0.019685806706547737,-0.002438839990645647,0.2968885898590088,0.1093762069940567,-0.0020173576194792986,-0.09819773584604263,-0.2552510201931,-0.23515945672988892,0.20072220265865326,-0.040906671434640884,-0.4334070682525635,0.5034061074256897,-0.3425447642803192,0.0176121573895216,-0.006870505400002003,0.06977788358926773,0.005468462128192186,-0.1466536819934845,-0.12711775302886963,0.039268944412469864,-0.0008354576420970261,0.017819734290242195,0.19608671963214874,-0.011601891368627548,-0.040007803589105606,0.11704692989587784,-0.05971414968371391,-0.014411491341888905,-0.007642387878149748,0.01892772875726223,0.021405881270766258,0.02639704756438732,0.003751409472897649,-0.062167346477508545,-0.03946555778384209,-0.03583374246954918,-0.03694002702832222,0.023445000872015953,-0.04988207668066025,-0.0047526247799396515,-0.00829785130918026,0.02834591269493103,-0.025710782036185265
CXCL9,0.0008300486369989812,-0.0004434012225829065,0.0006537524750456214,0.0019676114898175,0.002392270602285862,-0.005252458155155182,0.0030607327353209257,-0.003436560742557049,-0.00018023396842181683,0.0012232799781486392,-0.00067621108610183,0.0012845186283811927,-0.00014287035446614027,0.0016498820623382926,-0.003420914988964796,0.00881417840719223,-0.0007042487268336117,0.01941904053092003,0.0026731982361525297,-0.005459405016154051,-0.005139139015227556,0.004393288400024176,0.0005654717679135501,0.0010699827689677477,-0.0011120246490463614,-0.004133618902415037,0.00553912715986371,0.0017908280715346336,-0.0022824543993920088,0.02540339156985283,0.01850956492125988,0.025083936750888824,-0.0002463163691572845,-0.003328783204779029,0.003574656555429101,0.0016532150330021977,0.0048375497572124004,0.0004976921482011676,-0.002041415311396122,0.0010363809997215867,0.003091443097218871,0.0018318556249141693,0.0011679755989462137,-0.0019455323927104473,-0.0029076561331748962,0.010732733644545078,-0.005770214833319187,0.010308408178389072,-0.006413758732378483,0.0069044181145727634
CXCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR3,-0.05124090611934662,0.0035103154368698597,0.027863888069987297,-0.07601141929626465,-0.03906267136335373,-0.046983502805233,0.005568251479417086,-0.019163113087415695,0.06686119735240936,-0.0026116964872926474,0.09230469912290573,-0.03453971445560455,0.02908206544816494,-0.049101945012807846,0.02684074267745018,-0.12432558834552765,-0.017518382519483566,0.18541377782821655,0.14246565103530884,-0.07095585018396378,0.02117716148495674,0.05139262229204178,-0.0996771976351738,-0.06759969890117645,-0.15926942229270935,-0.050369951874017715,-0.14829717576503754,-0.1666158139705658,0.07794417440891266,-0.09442086517810822,0.14275673031806946,-0.1743457168340683,0.0871870294213295,0.45534104108810425,0.2095378041267395,-0.22734598815441132,-0.2057386040687561,-0.19143493473529816,0.30411553382873535,-0.13336285948753357,-0.2665455639362335,0.05439416319131851,0.14407792687416077,0.0014042591210454702,-0.08611670136451721,0.08137428760528564,0.04753110557794571,-0.04582934454083443,0.1651684194803238,0.011407818645238876
CXCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR5|CXCR5|AHS0039|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR6|CXCR6|AHS0148|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
